scientific_name,taxon,iucn_class,iucn_category,iucn_score,gen,is_single
Niviventer fraternus,포유류,MAMMALIA,LC,0,1.5,False
Niviventer fulvescens,포유류,MAMMALIA,LC,0,1.5,False
Niviventer langbianis,포유류,MAMMALIA,LC,0,1.5,False
Niviventer lepturus,포유류,MAMMALIA,LC,0,2.0,True
Niviventer niviventer,포유류,MAMMALIA,LC,0,1.5,False
Niviventer rapit,포유류,MAMMALIA,LC,0,1.5,False
Niviventer tenaster,포유류,MAMMALIA,LC,0,1.5,False
Notiomys edwardsii,포유류,MAMMALIA,LC,0,1.5,False
Notiosorex cockrumi,포유류,MAMMALIA,LC,0,1.0,True
Notiosorex crawfordi,포유류,MAMMALIA,LC,0,1.0,True
Notiosorex evotis,포유류,MAMMALIA,LC,0,1.0,True
Notocitellus adocetus,포유류,MAMMALIA,LC,0,3.0,True
Notocitellus annulatus,포유류,MAMMALIA,LC,0,2.5,False
Notomys alexis,포유류,MAMMALIA,LC,0,2.0,True
Notomys mitchellii,포유류,MAMMALIA,LC,0,1.0,True
Notoryctes caurinus,포유류,MAMMALIA,LC,0,10.0,True
Notoryctes typhlops,포유류,MAMMALIA,LC,0,12.5,False
Nyctalus leisleri,포유류,MAMMALIA,LC,0,4.6,True
Nycteris arge,포유류,MAMMALIA,LC,0,5.0,True
Nycteris aurita,포유류,MAMMALIA,LC,0,5.0,True
Nycteris gambiensis,포유류,MAMMALIA,LC,0,5.0,True
Nycteris grandis,포유류,MAMMALIA,LC,0,5.0,True
Nycteris hispida,포유류,MAMMALIA,LC,0,5.0,True
Nycteris intermedia,포유류,MAMMALIA,LC,0,5.0,True
Nycteris macrotis,포유류,MAMMALIA,LC,0,5.0,True
Nycteris nana,포유류,MAMMALIA,LC,0,5.0,True
Nycteris thebaica,포유류,MAMMALIA,LC,0,5.0,True
Nycteris woodi,포유류,MAMMALIA,LC,0,5.0,True
Nyctimene vizcaccia,포유류,MAMMALIA,LC,0,4.3,True
Nyctomys sumichrasti,포유류,MAMMALIA,LC,0,1.5,False
Nyctophilus gouldi,포유류,MAMMALIA,LC,0,5.6,True
Ochrotomys nuttalli,포유류,MAMMALIA,LC,0,1.0,True
Octodon degus,포유류,MAMMALIA,LC,0,3.5,False
Octomys mimax,포유류,MAMMALIA,LC,0,3.5,False
Oecomys auyantepui,포유류,MAMMALIA,LC,0,1.5,False
Oecomys bicolor,포유류,MAMMALIA,LC,0,1.5,False
Oecomys catherinae,포유류,MAMMALIA,LC,0,1.5,False
Oecomys flavicans,포유류,MAMMALIA,LC,0,1.5,False
Oecomys mamorae,포유류,MAMMALIA,LC,0,1.5,False
Oecomys phaeotis,포유류,MAMMALIA,LC,0,1.5,False
Oecomys rex,포유류,MAMMALIA,LC,0,1.5,False
Oecomys roberti,포유류,MAMMALIA,LC,0,1.5,False
Oecomys rutilus,포유류,MAMMALIA,LC,0,1.5,False
Oecomys speciosus,포유류,MAMMALIA,LC,0,1.5,False
Oecomys superans,포유류,MAMMALIA,LC,0,1.5,False
Oecomys trinitatis,포유류,MAMMALIA,LC,0,1.5,False
Oenomys hypoxanthus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys andinus,포유류,MAMMALIA,LC,0,1.0,True
Oligoryzomys arenalis,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys chacoensis,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys delticola,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys destructor,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys eliurus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys flavescens,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys fornesi,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys fulvescens,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys griseolus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys longicaudatus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys magellanicus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys microtis,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys nigripes,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys stramineus,포유류,MAMMALIA,LC,0,1.5,False
Oligoryzomys vegetus,포유류,MAMMALIA,LC,0,1.5,False
Ommatophoca rossii,포유류,MAMMALIA,LC,0,8.6,True
Onychomys arenicola,포유류,MAMMALIA,LC,0,1.5,False
Onychomys leucogaster,포유류,MAMMALIA,LC,0,1.5,False
Onychomys torridus,포유류,MAMMALIA,LC,0,1.5,False
Oreamnos americanus,포유류,MAMMALIA,LC,0,7.0,True
Orthogeomys cavator,포유류,MAMMALIA,LC,0,2.0,True
Orthogeomys grandis,포유류,MAMMALIA,LC,0,2.0,True
Orthogeomys heterodus,포유류,MAMMALIA,LC,0,2.0,True
Orthogeomys hispidus,포유류,MAMMALIA,LC,0,2.0,True
Orthogeomys underwoodi,포유류,MAMMALIA,LC,0,1.5,False
Oryx gazella,포유류,MAMMALIA,LC,0,7.1,True
Oryzomys couesi,포유류,MAMMALIA,LC,0,0.5,False
Oryzomys palustris,포유류,MAMMALIA,LC,0,0.5,False
Osgoodomys banderanus,포유류,MAMMALIA,LC,0,1.5,False
Otaria byronia,포유류,MAMMALIA,LC,0,10.6,True
Otomops madagascariensis,포유류,MAMMALIA,LC,0,3.9,True
Otomys anchietae,포유류,MAMMALIA,LC,0,1.5,False
Otomys angoniensis,포유류,MAMMALIA,LC,0,1.5,False
Otomys cuanzensis,포유류,MAMMALIA,LC,0,1.5,False
Otomys denti,포유류,MAMMALIA,LC,0,1.5,False
Otomys irroratus,포유류,MAMMALIA,LC,0,1.5,False
Otomys laminatus,포유류,MAMMALIA,NT,1,1.5,False
Otomys sloggetti,포유류,MAMMALIA,LC,0,1.5,False
Otomys tropicalis,포유류,MAMMALIA,LC,0,1.5,False
Otomys typus,포유류,MAMMALIA,LC,0,1.5,False
Otomys unisulcatus,포유류,MAMMALIA,LC,0,1.5,False
Otonycteris hemprichii,포유류,MAMMALIA,LC,0,5.62,True
Otonyctomys hatti,포유류,MAMMALIA,LC,0,1.5,False
Otospermophilus variegatus,포유류,MAMMALIA,LC,0,2.5,False
Ototylomys phyllotis,포유류,MAMMALIA,LC,0,1.5,False
Ovis canadensis,포유류,MAMMALIA,LC,0,7.0,True
Ovis dalli,포유류,MAMMALIA,LC,0,7.0,True
Oxymycterus amazonicus,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus angularis,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus caparoae,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus dasytrichus,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus delator,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus hiska,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus hispidus,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus inca,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus nasutus,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus paramensis,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus quaestor,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus roberti,포유류,MAMMALIA,LC,0,1.5,False
Oxymycterus rufus,포유류,MAMMALIA,LC,0,1.5,False
Pachyuromys duprasi,포유류,MAMMALIA,LC,0,2.0,True
Pagophilus groenlandicus,포유류,MAMMALIA,NT,1,18.0,True
Paguma larvata,포유류,MAMMALIA,LC,0,8.0,True
Paracrocidura schoutedeni,포유류,MAMMALIA,LC,0,1.0,True
Paracynictis selousi,포유류,MAMMALIA,LC,0,3.0,True
Paradipus ctenodactylus,포유류,MAMMALIA,LC,0,2.0,True
Paradoxurus hermaphroditus,포유류,MAMMALIA,LC,0,7.7,True
Paradoxurus jerdoni,포유류,MAMMALIA,LC,0,5.0,True
Paradoxurus zeylonensis,포유류,MAMMALIA,LC,0,8.8,True
Paraechinus aethiopicus,포유류,MAMMALIA,LC,0,3.0,True
Paraechinus hypomelas,포유류,MAMMALIA,LC,0,3.0,True
Paraechinus micropus,포유류,MAMMALIA,LC,0,3.0,True
Paraechinus nudiventris,포유류,MAMMALIA,LC,0,3.0,True
Parahydromys asper,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys levipes,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys lorentzii,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys mollis,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys moncktoni,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys naso,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys platyops,포유류,MAMMALIA,LC,0,1.5,False
Paramelomys rubex,포유류,MAMMALIA,LC,0,1.5,False
Parascalops breweri,포유류,MAMMALIA,LC,0,2.0,True
Parascaptor leucura,포유류,MAMMALIA,LC,0,2.0,True
Paraxerus alexandri,포유류,MAMMALIA,LC,0,3.0,True
Paraxerus boehmi,포유류,MAMMALIA,LC,0,3.0,True
Paraxerus cepapi,포유류,MAMMALIA,LC,0,3.5,False
Paraxerus flavovittis,포유류,MAMMALIA,LC,0,3.5,False
Paraxerus ochraceus,포유류,MAMMALIA,LC,0,3.5,False
Paraxerus palliatus,포유류,MAMMALIA,LC,0,3.5,False
Paraxerus poensis,포유류,MAMMALIA,LC,0,3.5,False
Paremballonura atrata,포유류,MAMMALIA,LC,0,2.45,True
Paremballonura tiavato,포유류,MAMMALIA,LC,0,2.45,True
Parotomys brantsii,포유류,MAMMALIA,LC,0,1.5,False
Parotomys littledalei,포유류,MAMMALIA,LC,0,1.5,False
Pattonomys semivillosus,포유류,MAMMALIA,LC,0,1.5,False
Pectinator spekei,포유류,MAMMALIA,LC,0,3.5,False
Pedetes capensis,포유류,MAMMALIA,LC,0,5.5,False
Pedetes surdaster,포유류,MAMMALIA,LC,0,5.0,True
Pelea capreolus,포유류,MAMMALIA,NT,1,4.4,True
Pelomys campanae,포유류,MAMMALIA,LC,0,1.5,False
Pelomys fallax,포유류,MAMMALIA,LC,0,1.5,False
Pelomys minor,포유류,MAMMALIA,LC,0,1.5,False
Perodicticus potto,포유류,MAMMALIA,NT,1,9.0,True
Perognathus amplus,포유류,MAMMALIA,LC,0,2.0,True
Perognathus fasciatus,포유류,MAMMALIA,LC,0,2.0,True
Perognathus flavescens,포유류,MAMMALIA,LC,0,2.5,False
Perognathus flavus,포유류,MAMMALIA,LC,0,2.5,False
Perognathus inornatus,포유류,MAMMALIA,LC,0,2.0,True
Perognathus longimembris,포유류,MAMMALIA,LC,0,2.5,False
Perognathus merriami,포유류,MAMMALIA,LC,0,2.5,False
Perognathus parvus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus attwateri,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus aztecus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus beatae,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus boylii,포유류,MAMMALIA,LC,0,0.5,False
Peromyscus californicus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus crinitus,포유류,MAMMALIA,LC,0,2.0,True
Peromyscus difficilis,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus eremicus,포유류,MAMMALIA,LC,0,2.5,False
Peromyscus eva,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus fraterculus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus gossypinus,포유류,MAMMALIA,LC,0,0.5,False
Peromyscus gratus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus guatemalensis,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus hooperi,포유류,MAMMALIA,LC,0,1.74,True
Peromyscus hylocetes,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus keeni,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus leucopus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus levipes,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus maniculatus,포유류,MAMMALIA,LC,0,2.5,False
Peromyscus megalops,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus melanophrys,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus melanotis,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus merriami,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus mexicanus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus nasutus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus pectoralis,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus perfulvus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus polionotus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus schmidlyi,포유류,MAMMALIA,LC,0,1.74,True
Peromyscus spicilegus,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus stirtoni,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus truei,포유류,MAMMALIA,LC,0,1.5,False
Peromyscus yucatanicus,포유류,MAMMALIA,LC,0,1.5,False
Petaurista alborufus,포유류,MAMMALIA,LC,0,5.0,True
Petaurista elegans,포유류,MAMMALIA,LC,0,5.5,False
Petaurista leucogenys,포유류,MAMMALIA,LC,0,5.5,False
Petaurista magnificus,포유류,MAMMALIA,LC,0,5.5,False
Petaurista petaurista,포유류,MAMMALIA,LC,0,5.5,False
Petaurista philippensis,포유류,MAMMALIA,LC,0,5.0,True
Petaurista xanthotis,포유류,MAMMALIA,LC,0,5.0,True
Petinomys crinitus,포유류,MAMMALIA,LC,0,3.5,False
Petinomys fuscocapillus,포유류,MAMMALIA,LC,0,3.25,False
Petinomys mindanensis,포유류,MAMMALIA,LC,0,3.5,False
Petrogale brachyotis,포유류,MAMMALIA,LC,0,5.0,True
Petromus typicus,포유류,MAMMALIA,LC,0,2.5,False
Petromyscus barbouri,포유류,MAMMALIA,LC,0,2.5,False
Petromyscus collinus,포유류,MAMMALIA,LC,0,1.5,False
Petromyscus monticularis,포유류,MAMMALIA,LC,0,1.5,False
Petromyscus shortridgei,포유류,MAMMALIA,LC,0,1.5,False
Phaiomys leucurus,포유류,MAMMALIA,LC,0,1.5,False
Phenacomys intermedius,포유류,MAMMALIA,LC,0,1.5,False
Phenacomys ungava,포유류,MAMMALIA,LC,0,1.5,False
Philantomba maxwellii,포유류,MAMMALIA,LC,0,4.8,True
Philantomba monticola,포유류,MAMMALIA,LC,0,4.5,True
Phloeomys pallidus,포유류,MAMMALIA,LC,0,1.5,False
Phodopus sungorus,포유류,MAMMALIA,LC,0,1.0,True
Phyllomys blainvillii,포유류,MAMMALIA,LC,0,1.5,False
Phyllomys dasythrix,포유류,MAMMALIA,LC,0,1.5,False
Phyllomys nigrispinus,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis amicus,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis andium,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis caprinus,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis darwini,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis haggardi,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis limatus,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis magister,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis osilae,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis wolffsohni,포유류,MAMMALIA,LC,0,1.5,False
Phyllotis xanthopygus,포유류,MAMMALIA,LC,0,1.5,False
Pipistrellus anchietae,무척추/식물/기타,,LC,0,5.16,True
Pipistrellus collinus,포유류,MAMMALIA,LC,0,5.2,True
Pipistrellus crassulus,포유류,MAMMALIA,LC,0,5.16,True
Pipistrellus hesperidus,포유류,MAMMALIA,LC,0,5.2,True
Pipistrellus imbricatus,포유류,MAMMALIA,LC,0,5.2,True
Pipistrellus nanulus,포유류,MAMMALIA,LC,0,5.16,True
Pipistrellus papuanus,포유류,MAMMALIA,LC,0,5.2,True
Pipistrellus rueppellii,무척추/식물/기타,,LC,0,5.16,True
Pipistrellus rusticus,포유류,MAMMALIA,LC,0,5.16,True
Pipistrellus subflavus,무척추/식물/기타,,VU,2,5.0,True
Pithecia aequatorialis,포유류,MAMMALIA,LC,0,10.0,True
Pithecia chrysocephala,포유류,MAMMALIA,LC,0,10.0,True
Pithecia pithecia,포유류,MAMMALIA,LC,0,10.0,True
Planigale gilesi,포유류,MAMMALIA,LC,0,2.0,True
Planigale ingrami,포유류,MAMMALIA,LC,0,2.0,True
Planigale maculata,포유류,MAMMALIA,LC,0,2.0,True
Planigale tenuirostris,포유류,MAMMALIA,LC,0,2.0,True
Platymops setiger,포유류,MAMMALIA,LC,0,3.91,True
Plecotus kolombatovici,포유류,MAMMALIA,LC,0,5.0,True
Podogymnura truei,포유류,MAMMALIA,LC,0,3.0,True
Poecilogale albinucha,포유류,MAMMALIA,LC,0,3.0,True
Pogonomelomys brassi,포유류,MAMMALIA,LC,0,1.5,False
Pogonomelomys mayeri,포유류,MAMMALIA,LC,0,1.5,False
Pogonomys loriae,포유류,MAMMALIA,LC,0,1.5,False
Pogonomys macrourus,포유류,MAMMALIA,LC,0,1.5,False
Pogonomys sylvestris,포유류,MAMMALIA,LC,0,1.5,False
Poiana richardsonii,포유류,MAMMALIA,LC,0,4.0,True
Poliocitellus franklinii,포유류,MAMMALIA,LC,0,2.5,False
Potos flavus,포유류,MAMMALIA,LC,0,11.4,True
Praomys daltoni,포유류,MAMMALIA,LC,0,1.5,False
Praomys delectorum,포유류,MAMMALIA,LC,0,1.5,False
Praomys derooi,포유류,MAMMALIA,LC,0,1.5,False
Praomys jacksoni,포유류,MAMMALIA,LC,0,1.5,False
Praomys lukolelae,포유류,MAMMALIA,LC,0,1.5,False
Praomys misonnei,포유류,MAMMALIA,LC,0,1.5,False
Praomys petteri,포유류,MAMMALIA,LC,0,1.5,False
Praomys rostratus,포유류,MAMMALIA,LC,0,1.5,False
Praomys tullbergi,포유류,MAMMALIA,LC,0,1.5,False
Prionodon linsang,포유류,MAMMALIA,LC,0,4.2,True
Prionodon pardicolor,포유류,MAMMALIA,LC,0,4.3,True
Procapra gutturosa,포유류,MAMMALIA,LC,0,4.2,True
Procavia capensis,포유류,MAMMALIA,LC,0,4.5,False
Procyon cancrivorus,포유류,MAMMALIA,LC,0,6.0,True
Proechimys canicollis,포유류,MAMMALIA,LC,0,1.5,False
Proechimys semispinosus,포유류,MAMMALIA,LC,0,3.0,True
Protochromys fellowsi,포유류,MAMMALIA,LC,0,1.5,False
Protoxerus stangeri,포유류,MAMMALIA,LC,0,3.5,False
Psammomys obesus,포유류,MAMMALIA,LC,0,1.5,False
Pseudantechinus bilarni,포유류,MAMMALIA,NT,1,2.0,True
Pseudochirops archeri,포유류,MAMMALIA,NT,1,4.5,False
Pseudohydromys berniceae,포유류,MAMMALIA,LC,0,1.7,True
Pseudohydromys ellermani,포유류,MAMMALIA,LC,0,1.5,False
Pseudohydromys fuscus,포유류,MAMMALIA,LC,0,1.5,False
Pseudohydromys murinus,포유류,MAMMALIA,LC,0,1.5,False
Pseudomys albocinereus,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys apodemoides,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys bolami,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys chapmani,포유류,MAMMALIA,LC,0,3.0,True
Pseudomys delicatulus,포유류,MAMMALIA,LC,0,2.4,True
Pseudomys desertor,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys gracilicaudatus,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys hermannsburgensis,포유류,MAMMALIA,LC,0,3.0,True
Pseudomys higginsi,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys johnsoni,포유류,MAMMALIA,LC,0,2.0,True
Pseudomys nanus,포유류,MAMMALIA,LC,0,2.4,True
Pseudomys occidentalis,포유류,MAMMALIA,NT,1,3.0,True
Pseudomys patrius,포유류,MAMMALIA,LC,0,2.0,True
Pseudoryzomys simplex,포유류,MAMMALIA,LC,0,1.5,False
Pteromys momonga,포유류,MAMMALIA,LC,0,3.5,False
Pteromys volans,포유류,MAMMALIA,NT,1,3.8,True
Pteropus giganteus,무척추/식물/기타,,EN,3,8.1,True
Pteropus hypomelanus,포유류,MAMMALIA,NT,1,8.1,True
Pteropus leucopterus,무척추/식물/기타,,VU,2,8.1,True
Pteropus macrotis,포유류,MAMMALIA,LC,0,8.1,True
Pteropus neohibernicus,포유류,MAMMALIA,LC,0,8.1,True
Ptilocercus lowii,포유류,MAMMALIA,LC,0,4.0,True
Pusa sibirica,포유류,MAMMALIA,LC,0,21.6,True
Pygeretmus platyurus,포유류,MAMMALIA,LC,0,1.5,False
Pygeretmus pumilio,포유류,MAMMALIA,LC,0,1.5,False
Raphicerus campestris,포유류,MAMMALIA,LC,0,3.9,True
Raphicerus sharpei,포유류,MAMMALIA,LC,0,4.0,True
Rattus andamanensis,포유류,MAMMALIA,LC,0,1.0,True
Rattus annandalei,포유류,MAMMALIA,LC,0,1.5,False
Rattus argentiventer,포유류,MAMMALIA,LC,0,1.0,True
Rattus arrogans,포유류,MAMMALIA,LC,0,1.5,False
Rattus baluensis,포유류,MAMMALIA,LC,0,1.5,False
Rattus colletti,포유류,MAMMALIA,LC,0,1.0,True
Rattus everetti,포유류,MAMMALIA,LC,0,1.0,True
Rattus exulans,포유류,MAMMALIA,LC,0,1.0,True
Rattus fuscipes,포유류,MAMMALIA,LC,0,1.0,True
Rattus hoffmanni,포유류,MAMMALIA,LC,0,1.0,True
Rattus leucopus,포유류,MAMMALIA,LC,0,1.0,True
Rattus losea,포유류,MAMMALIA,LC,0,1.0,True
Rattus lutreolus,포유류,MAMMALIA,LC,0,1.0,True
Rattus marmosurus,포유류,MAMMALIA,LC,0,1.5,False
Rattus mordax,포유류,MAMMALIA,LC,0,1.0,True
Rattus morotaiensis,포유류,MAMMALIA,LC,0,1.5,False
Rattus niobe,포유류,MAMMALIA,LC,0,1.0,True
Rattus nitidus,포유류,MAMMALIA,LC,0,1.0,True
Rattus norvegicus,포유류,MAMMALIA,LC,0,1.5,False
Rattus novaeguineae,포유류,MAMMALIA,LC,0,1.5,False
Rattus osgoodi,포유류,MAMMALIA,LC,0,2.0,True
Rattus pococki,포유류,MAMMALIA,LC,0,1.0,True
Rattus praetor,포유류,MAMMALIA,LC,0,1.0,True
Rattus pyctoris,포유류,MAMMALIA,LC,0,1.0,True
Rattus sordidus,포유류,MAMMALIA,LC,0,1.0,True
Rattus steini,포유류,MAMMALIA,LC,0,1.0,True
Rattus tanezumi,포유류,MAMMALIA,LC,0,1.0,True
Rattus tiomanicus,포유류,MAMMALIA,LC,0,1.0,True
Rattus tunneyi,포유류,MAMMALIA,LC,0,1.5,False
Rattus verecundus,포유류,MAMMALIA,LC,0,1.0,True
Rattus villosissimus,포유류,MAMMALIA,LC,0,1.0,True
Ratufa indica,포유류,MAMMALIA,LC,0,12.0,True
Redunca arundinum,포유류,MAMMALIA,LC,0,4.4,True
Redunca redunca,포유류,MAMMALIA,LC,0,4.2,True
Reithrodon auritus,포유류,MAMMALIA,LC,0,1.5,False
Reithrodon typicus,포유류,MAMMALIA,LC,0,1.5,False
Reithrodontomys brevirostris,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys chrysopsis,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys creper,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys darienensis,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys fulvescens,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys gracilis,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys megalotis,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys mexicanus,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys microdon,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys montanus,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys rodriguezi,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys sumichrasti,포유류,MAMMALIA,LC,0,0.5,False
Reithrodontomys zacatecae,포유류,MAMMALIA,LC,0,0.5,False
Rhabdomys pumilio,포유류,MAMMALIA,LC,0,1.0,True
Rhagomys longilingua,포유류,MAMMALIA,LC,0,1.5,False
Rheomys raptor,포유류,MAMMALIA,LC,0,1.5,False
Rheomys underwoodi,포유류,MAMMALIA,LC,0,4.0,True
Rhinolophus alcyone,포유류,MAMMALIA,LC,0,7.47,True
Rhinolophus blasii,포유류,MAMMALIA,VU,2,9.0,True
Rhinolophus celebensis,포유류,MAMMALIA,LC,0,7.5,True
Rhinolophus clivosus,포유류,MAMMALIA,LC,0,7.47,True
Rhinolophus darlingi,포유류,MAMMALIA,LC,0,8.04,True
Rhinolophus denti,포유류,MAMMALIA,LC,0,8.04,True
Rhinolophus eloquens,포유류,MAMMALIA,LC,0,7.47,True
Rhinolophus ferrumequinum,포유류,MAMMALIA,LC,0,9.0,True
Rhinolophus fumigatus,포유류,MAMMALIA,LC,0,7.47,True
Rhinolophus hildebrandtii,포유류,MAMMALIA,LC,0,7.47,True
Rhinolophus hipposideros,포유류,MAMMALIA,LC,0,9.0,True
Rhinolophus landeri,포유류,MAMMALIA,LC,0,8.04,True
Rhinolophus simulator,포유류,MAMMALIA,LC,0,8.04,True
Rhinolophus swinnyi,포유류,MAMMALIA,LC,0,8.04,True
Rhinolophus trifoliatus,포유류,MAMMALIA,NT,1,7.5,True
Rhinopoma hardwickii,포유류,MAMMALIA,LC,0,5.17,True
Rhinopoma microphyllum,포유류,MAMMALIA,LC,0,5.17,True
Rhipidomys austrinus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys couesi,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys emiliae,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys fulviventer,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys gardneri,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys latimanus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys leucodactylus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys macconnelli,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys macrurus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys mastacalis,포유류,MAMMALIA,LC,0,2.0,True
Rhipidomys modicus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys nitela,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys venezuelae,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys venustus,포유류,MAMMALIA,LC,0,1.5,False
Rhipidomys wetzeli,포유류,MAMMALIA,LC,0,1.5,False
Rhizomys pruinosus,포유류,MAMMALIA,LC,0,5.0,True
Rhizomys sinensis,포유류,MAMMALIA,LC,0,2.0,True
Rhizomys sumatrensis,포유류,MAMMALIA,LC,0,5.0,True
Rhombomys opimus,포유류,MAMMALIA,LC,0,1.0,True
Rhynchogale melleri,포유류,MAMMALIA,LC,0,3.0,True
Rousettus aegyptiacus,포유류,MAMMALIA,CR,4,5.0,True
Rousettus leschenaultii,포유류,MAMMALIA,NT,1,4.6,True
Rupicapra rupicapra,포유류,MAMMALIA,LC,0,9.5,False
Saccolaimus peli,포유류,MAMMALIA,LC,0,2.16,True
Saccostomus campestris,포유류,MAMMALIA,LC,0,1.0,True
Saccostomus mearnsi,포유류,MAMMALIA,LC,0,1.0,True
Saguinus martinsi,포유류,MAMMALIA,NT,1,6.0,True
Saguinus nigricollis,무척추/식물/기타,,LC,0,6.0,True
Salpingotus kozlovi,포유류,MAMMALIA,LC,0,2.0,True
Sapajus libidinosus,포유류,MAMMALIA,NT,1,16.0,True
Sauromys petrophilus,포유류,MAMMALIA,LC,0,3.91,True
Scalopus aquaticus,포유류,MAMMALIA,LC,0,2.5,False
Scapanulus oweni,포유류,MAMMALIA,LC,0,2.0,True
