scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Lemmus sibiricus,MAMMALIA,포유류,LC,0
Lemmus trimucronatus,MAMMALIA,포유류,LC,0
Lemniscomys barbarus,MAMMALIA,포유류,LC,0
Lemniscomys bellieri,MAMMALIA,포유류,LC,0
Lemniscomys griselda,MAMMALIA,포유류,LC,0
Lemniscomys linulus,MAMMALIA,포유류,LC,0
Lemniscomys macculus,MAMMALIA,포유류,LC,0
Lemniscomys rosalia,MAMMALIA,포유류,LC,0
Lemniscomys striatus,MAMMALIA,포유류,LC,0
Lemniscomys zebra,MAMMALIA,포유류,LC,0
Lenomys meyeri,MAMMALIA,포유류,LC,0
Lenothrix canus,MAMMALIA,포유류,LC,0
Lenoxus apicalis,MAMMALIA,포유류,LC,0
Leopardus geoffroyi,MAMMALIA,포유류,LC,0
Leopardus pardalis,MAMMALIA,포유류,LC,0
Leopoldamys ciliatus,MAMMALIA,포유류,LC,0
Leopoldamys edwardsi,MAMMALIA,포유류,LC,0
Leopoldamys milleti,MAMMALIA,포유류,LC,0
Leopoldamys neilli,MAMMALIA,포유류,LC,0
Leopoldamys sabanus,MAMMALIA,포유류,LC,0
Leptailurus serval,MAMMALIA,포유류,LC,0
Leptomys elegans,MAMMALIA,포유류,LC,0
Leptomys ernstmayri,MAMMALIA,포유류,LC,0
Leptomys signatus,MAMMALIA,포유류,LC,0
Leptonychotes weddellii,MAMMALIA,포유류,LC,0
Lepus alleni,MAMMALIA,포유류,LC,0
Lepus americanus,MAMMALIA,포유류,LC,0
Lepus arcticus,MAMMALIA,포유류,LC,0
Lepus brachyurus,MAMMALIA,포유류,LC,0
Lepus californicus,MAMMALIA,포유류,LC,0
Lepus capensis,MAMMALIA,포유류,LC,0
Lepus comus,MAMMALIA,포유류,LC,0
Lepus coreanus,MAMMALIA,포유류,LC,0
Lepus europaeus,MAMMALIA,포유류,LC,0
Lepus granatensis,MAMMALIA,포유류,LC,0
Lepus habessinicus,MAMMALIA,포유류,LC,0
Lepus mandshuricus,MAMMALIA,포유류,LC,0
Lepus nigricollis,MAMMALIA,포유류,LC,0
Lepus oiostolus,MAMMALIA,포유류,LC,0
Lepus othus,MAMMALIA,포유류,LC,0
Lepus peguensis,MAMMALIA,포유류,LC,0
Lepus saxatilis,MAMMALIA,포유류,LC,0
Lepus sinensis,MAMMALIA,포유류,LC,0
Lepus starcki,MAMMALIA,포유류,LC,0
Lepus tibetanus,MAMMALIA,포유류,LC,0
Lepus timidus,MAMMALIA,포유류,LC,0
Lepus tolai,MAMMALIA,포유류,LC,0
Lepus townsendii,MAMMALIA,포유류,LC,0
Lepus victoriae,MAMMALIA,포유류,LC,0
Lestodelphys halli,MAMMALIA,포유류,LC,0
Lestoros inca,MAMMALIA,포유류,LC,0
Lichonycteris obscura,MAMMALIA,포유류,LC,0
Limnomys bryophilus,MAMMALIA,포유류,LC,0
Limnomys sibuanus,MAMMALIA,포유류,LC,0
Lionycteris spurrelli,MAMMALIA,포유류,LC,0
Lissodelphis borealis,MAMMALIA,포유류,LC,0
Lobodon carcinophaga,MAMMALIA,포유류,LC,0
Lonchophylla concava,MAMMALIA,포유류,LC,0
Lonchophylla handleyi,MAMMALIA,포유류,LC,0
Lonchophylla robusta,MAMMALIA,포유류,LC,0
Lonchophylla thomasi,MAMMALIA,포유류,LC,0
Lonchorhina aurita,MAMMALIA,포유류,LC,0
Lonchothrix emiliae,MAMMALIA,포유류,LC,0
Lontra canadensis,MAMMALIA,포유류,LC,0
Lophiomys imhausi,MAMMALIA,포유류,LC,0
Lophostoma brasiliense,MAMMALIA,포유류,LC,0
Lophostoma carrikeri,MAMMALIA,포유류,LC,0
Lophostoma evotis,MAMMALIA,포유류,LC,0
Lophostoma schulzi,MAMMALIA,포유류,LC,0
Lophostoma silvicolum,MAMMALIA,포유류,LC,0
Lophuromys chrysopus,MAMMALIA,포유류,LC,0
Lophuromys flavopunctatus,MAMMALIA,포유류,LC,0
Lophuromys huttereri,MAMMALIA,포유류,LC,0
Lophuromys luteogaster,MAMMALIA,포유류,LC,0
Lophuromys nudicaudus,MAMMALIA,포유류,LC,0
Lophuromys roseveari,MAMMALIA,포유류,LC,0
Lophuromys sikapusi,MAMMALIA,포유류,LC,0
Lophuromys woosnami,MAMMALIA,포유류,LC,0
Lorentzimys nouhuysi,MAMMALIA,포유류,LC,0
Loxodontomys micropus,MAMMALIA,포유류,LC,0
Loxodontomys pikumche,MAMMALIA,포유류,LC,0
Lundomys molitor,MAMMALIA,포유류,LC,0
Lutreolina crassicaudata,MAMMALIA,포유류,LC,0
Lutreolina massoia,MAMMALIA,포유류,LC,0
Lycalopex culpaeus,MAMMALIA,포유류,LC,0
Lycalopex griseus,MAMMALIA,포유류,LC,0
Lycalopex gymnocercus,MAMMALIA,포유류,LC,0
Lycalopex vetulus,MAMMALIA,포유류,NT,1
Lyncodon patagonicus,MAMMALIA,포유류,LC,0
Lynx canadensis,MAMMALIA,포유류,LC,0
Lynx rufus,MAMMALIA,포유류,LC,0
Macaca cyclopis,MAMMALIA,포유류,LC,0
Macaca fuscata,MAMMALIA,포유류,LC,0
Macaca mulatta,MAMMALIA,포유류,LC,0
Macroglossus minimus,MAMMALIA,포유류,LC,0
Macroglossus sobrinus,MAMMALIA,포유류,LC,0
Macrophyllum macrophyllum,MAMMALIA,포유류,LC,0
Macropus fuliginosus,MAMMALIA,포유류,LC,0
Macropus giganteus,MAMMALIA,포유류,LC,0
Macroscelides flavicaudatus,MAMMALIA,포유류,LC,0
Macroscelides micus,MAMMALIA,포유류,LC,0
Macroscelides proboscideus,MAMMALIA,포유류,LC,0
Macrotarsomys bastardi,MAMMALIA,포유류,LC,0
Macrotus californicus,MAMMALIA,포유류,LC,0
Macrotus waterhousii,MAMMALIA,포유류,LC,0
Macruromys major,MAMMALIA,포유류,LC,0
Madoqua guentheri,MAMMALIA,포유류,LC,0
Madoqua kirkii,MAMMALIA,포유류,LC,0
Madoqua saltiana,MAMMALIA,포유류,LC,0
Madromys blanfordi,MAMMALIA,포유류,LC,0
Makalata didelphoides,MAMMALIA,포유류,LC,0
Makalata macrura,MAMMALIA,포유류,LC,0
Malacomys cansdalei,MAMMALIA,포유류,LC,0
Malacomys edwardsi,MAMMALIA,포유류,LC,0
Malacomys longipes,MAMMALIA,포유류,LC,0
Malacothrix typica,MAMMALIA,포유류,LC,0
Mallomys aroaensis,MAMMALIA,포유류,LC,0
Mallomys istapantap,MAMMALIA,포유류,LC,0
Mallomys rothschildi,MAMMALIA,포유류,LC,0
Mammelomys lanosus,MAMMALIA,포유류,LC,0
Mammelomys rattoides,MAMMALIA,포유류,LC,0
Marmosa alstoni,MAMMALIA,포유류,LC,0
Marmosa constantiae,MAMMALIA,포유류,LC,0
Marmosa demerarae,MAMMALIA,포유류,LC,0
Marmosa lepida,MAMMALIA,포유류,LC,0
Marmosa mexicana,MAMMALIA,포유류,LC,0
Marmosa murina,MAMMALIA,포유류,LC,0
Marmosa quichua,MAMMALIA,포유류,LC,0
Marmosa regina,MAMMALIA,포유류,LC,0
Marmosa robinsoni,MAMMALIA,포유류,LC,0
Marmosops bishopi,MAMMALIA,포유류,LC,0
Marmosops impavidus,MAMMALIA,포유류,LC,0
Marmosops incanus,MAMMALIA,포유류,LC,0
Marmosops invictus,MAMMALIA,포유류,LC,0
Marmosops neblina,MAMMALIA,포유류,LC,0
Marmosops noctivagus,MAMMALIA,포유류,LC,0
Marmosops ocellatus,MAMMALIA,포유류,LC,0
Marmosops parvidens,MAMMALIA,포유류,LC,0
Marmosops paulensis,MAMMALIA,포유류,LC,0
Marmosops pinheiroi,MAMMALIA,포유류,LC,0
Marmota baibacina,MAMMALIA,포유류,LC,0
Marmota bobak,MAMMALIA,포유류,LC,0
Marmota broweri,MAMMALIA,포유류,LC,0
Marmota caligata,MAMMALIA,포유류,LC,0
Marmota camtschatica,MAMMALIA,포유류,LC,0
Marmota caudata,MAMMALIA,포유류,LC,0
Marmota flaviventris,MAMMALIA,포유류,LC,0
Marmota himalayana,MAMMALIA,포유류,LC,0
Marmota marmota,MAMMALIA,포유류,LC,0
Marmota monax,MAMMALIA,포유류,LC,0
Marmota olympus,MAMMALIA,포유류,LC,0
Martes americana,MAMMALIA,포유류,LC,0
Martes flavigula,MAMMALIA,포유류,LC,0
Martes foina,MAMMALIA,포유류,LC,0
Martes martes,MAMMALIA,포유류,LC,0
Martes melampus,MAMMALIA,포유류,LC,0
Martes pennanti,MAMMALIA,포유류,LC,0
Massoutiera mzabi,MAMMALIA,포유류,LC,0
Mastomys awashensis,MAMMALIA,포유류,LC,0
Mastomys coucha,MAMMALIA,포유류,LC,0
Mastomys erythroleucus,MAMMALIA,포유류,LC,0
Mastomys huberti,MAMMALIA,포유류,LC,0
Mastomys kollmannspergeri,MAMMALIA,포유류,LC,0
Mastomys natalensis,MAMMALIA,포유류,LC,0
Mastomys shortridgei,MAMMALIA,포유류,LC,0
Maxomys alticola,MAMMALIA,포유류,LC,0
Maxomys bartelsii,MAMMALIA,포유류,LC,0
Maxomys hellwaldii,MAMMALIA,포유류,LC,0
Maxomys inas,MAMMALIA,포유류,LC,0
Maxomys moi,MAMMALIA,포유류,LC,0
Maxomys musschenbroekii,MAMMALIA,포유류,LC,0
Maxomys panglima,MAMMALIA,포유류,LC,0
Maxomys surifer,MAMMALIA,포유류,LC,0
Maxomys tajuddinii,MAMMALIA,포유류,LC,0
Mazama gouazoubira,MAMMALIA,포유류,LC,0
Mazama nemorivaga,MAMMALIA,포유류,LC,0
Megaderma spasma,MAMMALIA,포유류,LC,0
Megaerops ecaudatus,MAMMALIA,포유류,LC,0
Megaerops niphanae,MAMMALIA,포유류,LC,0
Megaloglossus azagnyi,MAMMALIA,포유류,LC,0
Megaloglossus woermanni,MAMMALIA,포유류,LC,0
Megaptera novaeangliae,MAMMALIA,포유류,LC,0
Megasorex gigas,MAMMALIA,포유류,LC,0
Melanomys caliginosus,MAMMALIA,포유류,LC,0
Melanomys robustulus,MAMMALIA,포유류,LC,0
Meles anakuma,MAMMALIA,포유류,LC,0
Meles leucurus,MAMMALIA,포유류,LC,0
Meles meles,MAMMALIA,포유류,LC,0
Mellivora capensis,MAMMALIA,포유류,LC,0
Melogale moschata,MAMMALIA,포유류,LC,0
Melogale orientalis,MAMMALIA,포유류,LC,0
Melogale personata,MAMMALIA,포유류,LC,0
Melomys burtoni,MAMMALIA,포유류,LC,0
Melomys capensis,MAMMALIA,포유류,LC,0
Melomys cervinipes,MAMMALIA,포유류,LC,0
Melomys dollmani,MAMMALIA,포유류,LC,0
Melomys frigicola,MAMMALIA,포유류,LC,0
Melomys leucogaster,MAMMALIA,포유류,LC,0
Melomys lutillus,MAMMALIA,포유류,LC,0
Melomys obiensis,MAMMALIA,포유류,LC,0
Melomys rufescens,MAMMALIA,포유류,LC,0
Melonycteris melanops,MAMMALIA,포유류,LC,0
Menetes berdmorei,MAMMALIA,포유류,LC,0
Mephitis macroura,MAMMALIA,포유류,LC,0
Mephitis mephitis,MAMMALIA,포유류,LC,0
Meriones arimalius,MAMMALIA,포유류,LC,0
Meriones chengi,MAMMALIA,포유류,LC,0
Meriones crassus,MAMMALIA,포유류,LC,0
Meriones grandis,MAMMALIA,포유류,LC,0
Meriones hurrianae,MAMMALIA,포유류,LC,0
Meriones libycus,MAMMALIA,포유류,LC,0
Meriones meridianus,MAMMALIA,포유류,LC,0
Meriones persicus,MAMMALIA,포유류,LC,0
Meriones rex,MAMMALIA,포유류,LC,0
Meriones shawi,MAMMALIA,포유류,LC,0
Meriones tamariscinus,MAMMALIA,포유류,LC,0
Meriones unguiculatus,MAMMALIA,포유류,LC,0
Meriones vinogradovi,MAMMALIA,포유류,LC,0
Mesechinus dauuricus,MAMMALIA,포유류,LC,0
Mesechinus hughi,MAMMALIA,포유류,LC,0
Mesembriomys macrurus,MAMMALIA,포유류,NT,1
Mesocricetus raddei,MAMMALIA,포유류,LC,0
Mesomys hispidus,MAMMALIA,포유류,LC,0
Mesomys occultus,MAMMALIA,포유류,LC,0
Mesomys stimulax,MAMMALIA,포유류,LC,0
Mesophylla macconnelli,MAMMALIA,포유류,LC,0
Metachirus nudicaudatus,MAMMALIA,포유류,LC,0
Mico argentatus,MAMMALIA,포유류,LC,0
Mico intermedius,MAMMALIA,포유류,LC,0
Mico mauesi,MAMMALIA,포유류,LC,0
Mico melanurus,MAMMALIA,포유류,NT,1
Mico saterei,MAMMALIA,포유류,LC,0
Microcavia australis,MAMMALIA,포유류,LC,0
Microcavia niata,MAMMALIA,포유류,LC,0
Microcebus griseorufus,MAMMALIA,포유류,LC,0
Microcebus murinus,MAMMALIA,포유류,LC,0
Microdipodops megacephalus,MAMMALIA,포유류,LC,0
Microdipodops pallidus,MAMMALIA,포유류,LC,0
Microgale brevicaudata,MAMMALIA,포유류,LC,0
Microgale cowani,MAMMALIA,포유류,LC,0
Microgale drouhardi,MAMMALIA,포유류,LC,0
Microgale fotsifotsy,MAMMALIA,포유류,LC,0
Microgale gracilis,MAMMALIA,포유류,LC,0
Microgale grandidieri,MAMMALIA,포유류,LC,0
Microgale gymnorhyncha,MAMMALIA,포유류,LC,0
Microgale longicaudata,MAMMALIA,포유류,LC,0
Microgale majori,MAMMALIA,포유류,LC,0
Microgale parvula,MAMMALIA,포유류,LC,0
Microgale principula,MAMMALIA,포유류,LC,0
Microgale pusilla,MAMMALIA,포유류,LC,0
Microgale soricoides,MAMMALIA,포유류,LC,0
Microgale taiva,MAMMALIA,포유류,LC,0
Microgale thomasi,MAMMALIA,포유류,LC,0
Micromys minutus,MAMMALIA,포유류,LC,0
Micronycteris hirsuta,MAMMALIA,포유류,LC,0
Micronycteris megalotis,MAMMALIA,포유류,LC,0
Micronycteris microtis,MAMMALIA,포유류,LC,0
Micronycteris minuta,MAMMALIA,포유류,LC,0
Micronycteris schmidtorum,MAMMALIA,포유류,LC,0
Microperoryctes longicauda,MAMMALIA,포유류,LC,0
Microperoryctes papuensis,MAMMALIA,포유류,LC,0
Micropotamogale ruwenzorii,MAMMALIA,포유류,LC,0
Microryzomys altissimus,MAMMALIA,포유류,LC,0
Microryzomys minutus,MAMMALIA,포유류,LC,0
Microsciurus alfari,MAMMALIA,포유류,LC,0
Microsciurus mimulus,MAMMALIA,포유류,LC,0
Microtus abbreviatus,MAMMALIA,포유류,LC,0
Microtus agrestis,MAMMALIA,포유류,LC,0
Microtus arvalis,MAMMALIA,포유류,LC,0
Microtus brachycercus,MAMMALIA,포유류,LC,0
Microtus californicus,MAMMALIA,포유류,LC,0
Microtus canicaudus,MAMMALIA,포유류,LC,0
Microtus chrotorrhinus,MAMMALIA,포유류,LC,0
Microtus daghestanicus,MAMMALIA,포유류,LC,0
Microtus dogramacii,MAMMALIA,포유류,LC,0
Microtus duodecimcostatus,MAMMALIA,포유류,LC,0
Microtus guentheri,MAMMALIA,포유류,LC,0
Microtus ilaeus,MAMMALIA,포유류,LC,0
Microtus liechtensteini,MAMMALIA,포유류,LC,0
Microtus longicaudus,MAMMALIA,포유류,LC,0
Microtus lusitanicus,MAMMALIA,포유류,LC,0
Microtus majori,MAMMALIA,포유류,LC,0
Microtus mexicanus,MAMMALIA,포유류,LC,0
Microtus miurus,MAMMALIA,포유류,LC,0
Microtus montanus,MAMMALIA,포유류,LC,0
Microtus multiplex,MAMMALIA,포유류,LC,0
Microtus ochrogaster,MAMMALIA,포유류,LC,0
Microtus oregoni,MAMMALIA,포유류,LC,0
Microtus paradoxus,MAMMALIA,포유류,LC,0
Microtus pennsylvanicus,MAMMALIA,포유류,LC,0
Microtus pinetorum,MAMMALIA,포유류,LC,0
Microtus qazvinensis,MAMMALIA,포유류,LC,0
Microtus richardsoni,MAMMALIA,포유류,LC,0
Microtus savii,MAMMALIA,포유류,LC,0
Microtus schelkovnikovi,MAMMALIA,포유류,LC,0
Microtus schidlovskii,MAMMALIA,포유류,LC,0
Microtus socialis,MAMMALIA,포유류,LC,0
Microtus subterraneus,MAMMALIA,포유류,LC,0
Microtus tatricus,MAMMALIA,포유류,LC,0
Microtus thomasi,MAMMALIA,포유류,LC,0
Microtus townsendii,MAMMALIA,포유류,LC,0
Microtus transcaspicus,MAMMALIA,포유류,LC,0
Microtus xanthognathus,MAMMALIA,포유류,LC,0
Millardia gleadowi,MAMMALIA,포유류,LC,0
Millardia kathleenae,MAMMALIA,포유류,LC,0
Millardia meltada,MAMMALIA,포유류,LC,0
Mimetillus moloneyi,MAMMALIA,포유류,LC,0
Mimon bennettii,MAMMALIA,포유류,LC,0
Mimon cozumelae,MAMMALIA,포유류,LC,0
Miniopterus australis,MAMMALIA,포유류,LC,0
Miniopterus fraterculus,MAMMALIA,포유류,LC,0
Miniopterus gleni,MAMMALIA,포유류,LC,0
Miniopterus inflatus,MAMMALIA,포유류,LC,0
Miniopterus magnater,MAMMALIA,포유류,LC,0
Miniopterus majori,MAMMALIA,포유류,LC,0
Miniopterus manavi,MAMMALIA,포유류,LC,0
Miniopterus medius,MAMMALIA,포유류,LC,0
Miniopterus natalensis,MAMMALIA,포유류,LC,0
Miniopterus pusillus,MAMMALIA,포유류,LC,0
Miniopterus sororculus,MAMMALIA,포유류,LC,0
Miniopterus tristis,MAMMALIA,포유류,LC,0
Miopithecus ogouensis,MAMMALIA,포유류,NT,1
Mirounga angustirostris,MAMMALIA,포유류,LC,0
Mirounga leonina,MAMMALIA,포유류,VU,2
Mogera imaizumii,MAMMALIA,포유류,LC,0
Mogera insularis,MAMMALIA,포유류,LC,0
Mogera robusta,MAMMALIA,포유류,LC,0
Mogera wogura,MAMMALIA,포유류,LC,0
Molossops mattogrossensis,MAMMALIA,포유류,LC,0
Molossops temminckii,MAMMALIA,포유류,LC,0
Molossus aztecus,MAMMALIA,포유류,LC,0
Molossus coibensis,MAMMALIA,포유류,LC,0
Molossus currentium,MAMMALIA,포유류,LC,0
Molossus molossus,MAMMALIA,포유류,LC,0
Molossus pretiosus,MAMMALIA,포유류,LC,0
Molossus rufus,MAMMALIA,포유류,LC,0
Molossus sinaloae,MAMMALIA,포유류,LC,0
Monodelphis adusta,MAMMALIA,포유류,LC,0
Monodelphis americana,MAMMALIA,포유류,LC,0
Monodelphis brevicaudata,MAMMALIA,포유류,LC,0
Monodelphis dimidiata,MAMMALIA,포유류,LC,0
Monodelphis domestica,MAMMALIA,포유류,LC,0
Monodelphis emiliae,MAMMALIA,포유류,LC,0
Monodelphis glirina,MAMMALIA,포유류,LC,0
Monodelphis kunsi,MAMMALIA,포유류,LC,0
Monodelphis osgoodi,MAMMALIA,포유류,LC,0
Monodelphis palliolata,MAMMALIA,포유류,LC,0
Monodelphis peruviana,MAMMALIA,포유류,LC,0
Monodelphis ronaldi,MAMMALIA,포유류,LC,0
Monodelphis scalops,MAMMALIA,포유류,LC,0
Monophyllus plethodon,MAMMALIA,포유류,LC,0
Monophyllus redmani,MAMMALIA,포유류,LC,0
Monticolomys koopmani,MAMMALIA,포유류,LC,0
Mops brachypterus,MAMMALIA,포유류,LC,0
Mops condylurus,MAMMALIA,포유류,LC,0
Mops congicus,MAMMALIA,포유류,LC,0
Mops demonstrator,MAMMALIA,포유류,LC,0
Mops leucostigma,MAMMALIA,포유류,LC,0
Mops midas,MAMMALIA,포유류,LC,0
Mops nanulus,MAMMALIA,포유류,LC,0
Mops niveiventer,MAMMALIA,포유류,LC,0
Mops spurrelli,MAMMALIA,포유류,LC,0
Mops thersites,MAMMALIA,포유류,LC,0
Mormoops blainvillei,MAMMALIA,포유류,LC,0
Mormoops megalophylla,MAMMALIA,포유류,LC,0
Mormopterus jugularis,MAMMALIA,포유류,LC,0
Mormopterus kalinowskii,MAMMALIA,포유류,LC,0
Moschiola indica,MAMMALIA,포유류,LC,0
Moschiola kathygre,MAMMALIA,포유류,LC,0
Moschiola meminna,MAMMALIA,포유류,LC,0
Mosia nigrescens,MAMMALIA,포유류,LC,0
Mungos gambianus,MAMMALIA,포유류,LC,0
Mungos mungo,MAMMALIA,포유류,LC,0
Muntiacus muntjak,MAMMALIA,포유류,LC,0
Muntiacus reevesi,MAMMALIA,포유류,LC,0
Muntiacus vaginalis,MAMMALIA,포유류,LC,0
Murexia habbema,MAMMALIA,포유류,LC,0
Murexia longicaudata,MAMMALIA,포유류,LC,0
Murexia naso,MAMMALIA,포유류,LC,0
Muriculus imberbis,MAMMALIA,포유류,LC,0
Murina cyclotis,MAMMALIA,포유류,LC,0
Murina florium,MAMMALIA,포유류,LC,0
Murina harrisoni,MAMMALIA,포유류,LC,0
Murina hilgendorfi,MAMMALIA,포유류,LC,0
Murina huttoni,MAMMALIA,포유류,LC,0
Murina leucogaster,MAMMALIA,포유류,LC,0
Murina suilla,MAMMALIA,포유류,LC,0
Murina ussuriensis,MAMMALIA,포유류,LC,0
Mus baoulei,MAMMALIA,포유류,LC,0
Mus booduga,MAMMALIA,포유류,LC,0
Mus bufo,MAMMALIA,포유류,LC,0
Mus caroli,MAMMALIA,포유류,LC,0
Mus cervicolor,MAMMALIA,포유류,LC,0
Mus cookii,MAMMALIA,포유류,LC,0
Mus cypriacus,MAMMALIA,포유류,LC,0
Mus fragilicauda,MAMMALIA,포유류,LC,0
Mus haussa,MAMMALIA,포유류,LC,0
Mus indutus,MAMMALIA,포유류,LC,0
Mus macedonicus,MAMMALIA,포유류,LC,0
Mus mahomet,MAMMALIA,포유류,LC,0
Mus mattheyi,MAMMALIA,포유류,LC,0
Mus minutoides,MAMMALIA,포유류,LC,0
Mus musculoides,MAMMALIA,포유류,LC,0
Mus musculus,MAMMALIA,포유류,LC,0
Mus pahari,MAMMALIA,포유류,LC,0
Mus phillipsi,MAMMALIA,포유류,LC,0
Mus platythrix,MAMMALIA,포유류,LC,0
Mus saxicola,MAMMALIA,포유류,LC,0
Mus setulosus,MAMMALIA,포유류,LC,0
Mus setzeri,MAMMALIA,포유류,LC,0
Mus shortridgei,MAMMALIA,포유류,LC,0
Mus sorella,MAMMALIA,포유류,LC,0
Mus spicilegus,MAMMALIA,포유류,LC,0
Mus spretus,MAMMALIA,포유류,LC,0
Mus tenellus,MAMMALIA,포유류,LC,0
Mus terricolor,MAMMALIA,포유류,LC,0
Mus triton,MAMMALIA,포유류,LC,0
Mus vulcani,MAMMALIA,포유류,LC,0
Muscardinus avellanarius,MAMMALIA,포유류,LC,0
Mustela erminea,MAMMALIA,포유류,LC,0
Mustela eversmanii,MAMMALIA,포유류,EN,3
Mustela kathiah,MAMMALIA,포유류,LC,0
Mustela lutreolina,MAMMALIA,포유류,LC,0
Mustela nivalis,MAMMALIA,포유류,LC,0
Mustela nudipes,MAMMALIA,포유류,LC,0
Mustela putorius,MAMMALIA,포유류,LC,0
Mustela strigidorsa,MAMMALIA,포유류,LC,0
Mustela subpalmata,MAMMALIA,포유류,LC,0
Mydaus javanensis,MAMMALIA,포유류,LC,0
Mydaus marchei,MAMMALIA,포유류,LC,0
Mylomys dybowskii,MAMMALIA,포유류,LC,0
Myoictis melas,MAMMALIA,포유류,LC,0
Myoictis wallacei,MAMMALIA,포유류,LC,0
Myomyscus angolensis,MAMMALIA,포유류,LC,0
Myomyscus brockmani,MAMMALIA,포유류,LC,0
Myomyscus verreauxii,MAMMALIA,포유류,LC,0
Myonycteris leptodon,MAMMALIA,포유류,LC,0
Myonycteris relicta,MAMMALIA,포유류,LC,0
Myonycteris torquata,MAMMALIA,포유류,LC,0
Myoprocta acouchy,MAMMALIA,포유류,LC,0
Myoprocta pratti,MAMMALIA,포유류,LC,0
Myopterus whitleyi,MAMMALIA,포유류,LC,0
Myopus schisticolor,MAMMALIA,포유류,LC,0
Myosciurus pumilio,MAMMALIA,포유류,LC,0
Myosorex varius,MAMMALIA,포유류,LC,0
Myosorex zinki,MAMMALIA,포유류,LC,0
Myospalax aspalax,MAMMALIA,포유류,LC,0
Myospalax myospalax,MAMMALIA,포유류,LC,0
Myospalax psilurus,MAMMALIA,포유류,LC,0
Myotis adversus,MAMMALIA,포유류,LC,0
Myotis albescens,MAMMALIA,포유류,LC,0
Myotis altarium,MAMMALIA,포유류,LC,0
Myotis annectans,MAMMALIA,포유류,LC,0
Myotis ater,MAMMALIA,포유류,LC,0
Myotis aurascens,MAMMALIA,포유류,LC,0
Myotis auriculus,MAMMALIA,포유류,LC,0
Myotis austroriparius,MAMMALIA,포유류,LC,0
Myotis blythii,MAMMALIA,포유류,VU,2
Myotis bocagii,MAMMALIA,포유류,LC,0
Myotis brandtii,MAMMALIA,포유류,LC,0
Myotis californicus,MAMMALIA,포유류,LC,0
Myotis chiloensis,MAMMALIA,포유류,LC,0
Myotis chinensis,MAMMALIA,포유류,LC,0
Myotis ciliolabrum,MAMMALIA,포유류,LC,0
Myotis daubentonii,MAMMALIA,포유류,LC,0
Myotis dinellii,MAMMALIA,포유류,LC,0
Myotis elegans,MAMMALIA,포유류,LC,0
Myotis emarginatus,MAMMALIA,포유류,LC,0
Myotis evotis,MAMMALIA,포유류,LC,0
Myotis fimbriatus,MAMMALIA,포유류,LC,0
Myotis formosus,MAMMALIA,포유류,NT,1
Myotis fortidens,MAMMALIA,포유류,LC,0
Myotis gomantongensis,MAMMALIA,포유류,LC,0
Myotis goudoti,MAMMALIA,포유류,LC,0
Myotis hasseltii,MAMMALIA,포유류,LC,0
Myotis horsfieldii,MAMMALIA,포유류,LC,0
Myotis ikonnikovi,MAMMALIA,포유류,LC,0
Myotis keaysi,MAMMALIA,포유류,LC,0
Myotis keenii,MAMMALIA,포유류,LC,0
Myotis laniger,MAMMALIA,포유류,LC,0
Myotis levis,MAMMALIA,포유류,LC,0
Myotis macrodactylus,MAMMALIA,포유류,LC,0
Myotis macropus,MAMMALIA,포유류,LC,0
Myotis melanorhinus,MAMMALIA,포유류,LC,0
Myotis moluccarum,MAMMALIA,포유류,LC,0
Myotis muricola,MAMMALIA,포유류,LC,0
Myotis myotis,MAMMALIA,포유류,LC,0
Myotis mystacinus,MAMMALIA,포유류,LC,0
Myotis nattereri,MAMMALIA,포유류,LC,0
Myotis nesopolus,MAMMALIA,포유류,LC,0
Myotis nigricans,MAMMALIA,포유류,LC,0
Myotis nipalensis,MAMMALIA,포유류,LC,0
Myotis occultus,MAMMALIA,포유류,LC,0
Myotis oxyotus,MAMMALIA,포유류,LC,0
Myotis pequinius,MAMMALIA,포유류,LC,0
Myotis riparius,MAMMALIA,포유류,LC,0
Myotis rosseti,MAMMALIA,포유류,LC,0
Myotis septentrionalis,MAMMALIA,포유류,NT,1
Myotis siligorensis,MAMMALIA,포유류,LC,0
Myotis thysanodes,MAMMALIA,포유류,LC,0
Myotis tricolor,MAMMALIA,포유류,LC,0
Myotis velifer,MAMMALIA,포유류,LC,0
Myotis volans,MAMMALIA,포유류,LC,0
Myotis welwitschii,MAMMALIA,포유류,LC,0
Myotis yumanensis,MAMMALIA,포유류,LC,0
Myzopoda aurita,MAMMALIA,포유류,LC,0
Myzopoda schliemanni,MAMMALIA,포유류,LC,0
Nandinia binotata,MAMMALIA,포유류,LC,0
Nannosciurus melanotis,MAMMALIA,포유류,LC,0
Nanonycteris veldkampii,MAMMALIA,포유류,LC,0
Napaeozapus insignis,MAMMALIA,포유류,LC,0
Nasua narica,MAMMALIA,포유류,LC,0
Nasua nasua,MAMMALIA,포유류,LC,0
Natalus mexicanus,MAMMALIA,포유류,LC,0
Natalus stramineus,MAMMALIA,포유류,LC,0
Natalus tumidirostris,MAMMALIA,포유류,LC,0
Neacomys dubosti,MAMMALIA,포유류,LC,0
Neacomys guianae,MAMMALIA,포유류,LC,0
Neacomys minutus,MAMMALIA,포유류,LC,0
Neacomys musseri,MAMMALIA,포유류,LC,0
Neacomys paracou,MAMMALIA,포유류,LC,0
Neacomys spinosus,MAMMALIA,포유류,LC,0
